# L1 Error for e-6 with reference to e-8 for each species (sorted by error)
# L1_Error    Species
9.00000000e-07    ni56
6.20000000e-07    co55
1.60000000e-07    ni57
1.20000000e-07    si28
1.00000000e-07    ca40
9.00000000e-08    s32
8.00000000e-08    fe52
6.00000000e-08    ar36
4.10000000e-08    fe53
4.00000000e-08    fe54
4.00000000e-08    ni58
2.10000000e-08    cr48
1.40000000e-08    prot
4.10000000e-09    cr50
4.00000000e-09    co54
2.90000000e-09    cr49
1.90000000e-09    mn51
1.60000000e-09    co56
9.20000000e-10    cu59
6.00000000e-10    he4
5.50000000e-10    s31
5.00000000e-10    ti44
4.68000000e-10    ni55
3.41000000e-10    mn50
2.80000000e-10    fe55
2.30000000e-10    k39
2.10000000e-10    p29
1.62000000e-10    cu58
1.60000000e-10    cl33
1.52000000e-10    ar35
1.50000000e-10    zn60
1.31000000e-10    mn53
1.29000000e-10    s33
1.10000000e-10    cl35
1.02000000e-10    fe51
1.00000000e-10    mn52
8.00000000e-11    ca39
6.90000000e-11    ar37
6.40000000e-11    p31
3.60000000e-11    ti46
3.10000000e-11    v47
2.80000000e-11    p30
2.50000000e-11    co53
2.40000000e-11    mg24
2.20000000e-11    k37
2.10000000e-11    ca41
2.00000000e-11    ti45
1.60000000e-11    cu57
1.44000000e-11    s30
1.40000000e-11    cl34
1.31000000e-11    ar38
1.30000000e-11    ni59
1.16000000e-11    mn49
1.10000000e-11    si29
1.08000000e-11    ar34
8.00000000e-12    co57
6.00000000e-12    fe56
5.60000000e-12    cr51
5.40000000e-12    s34
5.00000000e-12    k38
4.60000000e-12    v46
4.42000000e-12    si27
4.10000000e-12    cu60
3.00000000e-12    sc41
2.60000000e-12    sc43
1.93000000e-12    ca42
1.92000000e-12    cr47
1.30000000e-12    o16
9.40000000e-13    ca38
9.30000000e-13    sc42
6.10000000e-13    zn62
5.00000000e-13    ni60
4.90000000e-13    v48
4.40000000e-13    cr52
3.01000000e-13    si30
2.20000000e-13    zn61
1.98000000e-13    ti43
1.90000000e-13    v45
1.10000000e-13    v49
1.02000000e-13    zn59
6.60000000e-14    ni54
5.70000000e-14    al27
4.80000000e-14    fe50
3.75000000e-14    co58
3.10000000e-14    ne20
1.64000000e-14    cl32
1.04000000e-14    si26
1.00000000e-14    cu61
9.20000000e-15    al26
9.00000000e-15    al25
8.40000000e-15    ti42
8.30000000e-15    ti47
7.30000000e-15    cr46
5.30000000e-15    ga63
3.90000000e-15    cl36
3.80000000e-15    k36
3.10000000e-15    k40
2.73000000e-15    mg23
1.53000000e-15    ga62
1.50000000e-15    sc44
1.10000000e-15    zn63
1.00000000e-15    mn48
7.60000000e-16    co52
7.10000000e-16    zn58
4.80000000e-16    ge64
4.49000000e-16    cu62
4.20000000e-16    mg25
4.00000000e-16    mn54
2.34000000e-16    p28
1.60000000e-16    n13
1.26000000e-16    sc45
1.12000000e-16    zn64
1.10000000e-16    p32
1.09000000e-16    sc40
9.00000000e-17    o15
6.50000000e-17    fe57
6.00000000e-17    co59
5.60000000e-17    neut
5.30000000e-17    ga64
3.60000000e-17    v50
3.53000000e-17    ga61
3.21000000e-17    ge66
2.36000000e-17    cr53
2.02000000e-17    ar33
2.00000000e-17    f17
2.00000000e-17    ti48
1.90000000e-17    ca43
1.86000000e-17    cu56
1.83000000e-17    o14
1.75000000e-17    ni61
1.50000000e-17    cl37
1.25000000e-17    cl31
8.80000000e-18    ga65
8.50000000e-18    n14
7.40000000e-18    na22
5.70000000e-18    na21
5.10000000e-18    f20
4.70000000e-18    k35
3.80000000e-18    mg26
3.70000000e-18    ar39
3.16000000e-18    v51
2.80000000e-18    mg22
2.80000000e-18    ge65
2.70000000e-18    ge63
2.44000000e-18    ca37
2.15000000e-18    na23
1.89000000e-18    co51
1.60000000e-18    k41
1.20000000e-18    s35
5.50000000e-19    v44
4.50000000e-19    cu63
2.60000000e-19    p33
2.47000000e-19    s29
2.08000000e-19    ni53
1.39000000e-19    al24
1.23000000e-19    ca44
9.70000000e-20    fe49
9.49000000e-20    ti49
9.30000000e-20    ne18
9.00000000e-20    ne21
7.40000000e-20    c11
7.10000000e-20    al28
7.00000000e-20    n15
5.60000000e-20    p27
4.65000000e-20    fe58
4.50000000e-20    he3
